City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kazachinskoye,57.6953,93.2761,-9.19,88,94,4.44,RU,1674848532
364,erzin,36.9559,36.2,11.21,47,94,4.84,TR,1674848532
365,diamantino,-14.4086,-56.4461,22.73,95,100,3.42,BR,1674848533
366,cayenne,4.9333,-52.3333,26.02,73,100,3.09,GF,1674848533
367,flinders,-34.5833,150.8552,20.1,91,5,1.79,AU,1674848534
368,cockburn town,21.4612,-71.1419,26.98,61,40,7.72,TC,1674848535
369,nelson bay,-32.7167,152.15,23.89,97,14,1.79,AU,1674848535
370,mecca,21.4267,39.8261,23.17,58,1,1.16,SA,1674848320
371,saldanha,-33.0117,17.9442,20.03,90,0,7.44,ZA,1674848536
372,west wendover,40.7391,-114.0733,1.56,75,20,3.6,US,1674848277
373,asmara,15.3333,38.9333,11.24,75,41,1.46,ER,1674848536
374,ati,13.2154,18.3353,27.08,12,56,3.67,TD,1674848537
375,koungou,-12.7336,45.2042,27.84,83,20,5.66,YT,1674848537
376,carmen,18.6333,-91.8333,23.02,83,100,5.66,MX,1674848243
377,nouadhibou,20.931,-17.0347,20.99,49,100,6.69,MR,1674848538
378,corinto,37.9407,22.9573,8.83,79,100,0.24,GR,1674848298
379,salekhard,66.53,66.6019,-10.68,92,100,3.67,RU,1674848538
380,yablonovo,50.8523,37.3574,-4.4,72,100,3.24,RU,1674848539
381,port macquarie,-31.4333,152.9167,18.27,90,41,1.84,AU,1674848539
382,villa rica,33.7321,-84.9191,10.99,42,15,4.09,US,1674848540
383,mehamn,71.0357,27.8492,0.97,93,75,7.72,NO,1674848351
384,arlit,18.7369,7.3853,22.6,12,55,3.84,NE,1674848540
385,ilulissat,69.2167,-51.1,-11.99,56,75,11.83,GL,1674848541
386,panguma,8.1833,-11.1333,26.6,63,6,2.41,SL,1674848541
387,suntar,62.1444,117.6319,-40.43,100,73,1.4,RU,1674848542
388,vammala,61.3333,22.9,-2.46,90,27,3.48,FI,1674848542
389,kutum,14.2,24.6667,20.17,12,17,3.25,SD,1674848543
390,nabire,-3.3667,135.4833,23.74,94,100,1.47,ID,1674848543
391,dandong,40.1292,124.3947,-15.5,82,18,1.32,CN,1674848544
392,tumsar,21.3833,79.7333,19.38,62,0,4.3,IN,1674848544
393,navahrudak,53.6,25.8333,-3.57,99,98,1.79,BY,1674848544
394,coelho neto,-4.2567,-43.0128,26.81,74,100,1.29,BR,1674848434
395,bari,41.1177,16.8512,8.15,86,75,4.92,IT,1674848545
396,dawei,14.0833,98.2,22.13,54,99,2.49,MM,1674848545
397,edson,53.5835,-116.4356,-3.92,74,100,6.17,CA,1674848546
398,baishishan,43.5833,127.5667,-22.01,92,86,1.24,CN,1674848546
399,fairbanks,64.8378,-147.7164,-19.95,80,0,0.0,US,1674848547
400,karatau,43.1667,70.4667,-10.54,76,49,1.41,KZ,1674848547
401,sao joao do paraiso,-15.3136,-42.0144,24.06,76,96,3.19,BR,1674848548
402,sadove,46.2487,30.1795,3.27,75,100,8.44,UA,1674848548
403,varnavino,57.4035,45.0916,-3.65,96,100,2.37,RU,1674848548
404,nosy varika,-20.5833,48.5333,25.18,91,93,2.14,MG,1674848549
405,antalaha,-14.9003,50.2788,24.59,87,87,1.49,MG,1674848549
406,egvekinot,66.3167,-179.1667,-21.39,90,94,3.96,RU,1674848550
407,carballo,43.213,-8.691,8.89,85,50,3.83,ES,1674848550
408,chittaurgarh,24.8833,74.6333,9.8,39,0,2.21,IN,1674848550
409,hualmay,-11.0964,-77.6139,24.38,73,85,4.71,PE,1674848551
410,mersing,2.4312,103.8405,22.95,100,40,2.06,MY,1674848551
411,rio grande,-32.035,-52.0986,36.06,67,1,5.42,BR,1674848552
412,marana,32.4367,-111.2254,17.25,25,0,0.27,US,1674848552
413,thompson,55.7435,-97.8558,-26.91,69,20,5.66,CA,1674848552
414,evans,33.5337,-82.1307,10.17,39,0,4.12,US,1674848553
415,codajas,-3.8367,-62.0569,26.71,89,100,0.63,BR,1674848553
416,balabac,7.9868,117.0645,25.91,86,100,6.66,PH,1674848554
417,roald,62.5833,6.1333,6.85,70,75,10.29,NO,1674848554
418,uyuni,-20.4597,-66.825,19.26,28,100,7.33,BO,1674848555
419,severobaykalsk,55.65,109.3167,-12.04,96,100,1.28,RU,1674848555
420,orange cove,36.6244,-119.3137,17.35,57,0,0.0,US,1674848555
421,puerto madryn,-42.7692,-65.0385,23.27,31,0,2.5,AR,1674848556
422,shimanovsk,52.0,127.7,-36.26,100,21,1.58,RU,1674848556
423,sinnamary,5.3833,-52.95,25.92,68,87,3.97,GF,1674848557
424,nedjo,9.5046,35.5019,17.85,22,52,1.98,ET,1674848557
425,vangaindrano,-23.35,47.6,24.12,96,100,2.53,MG,1674848558
426,portland,45.5234,-122.6762,9.49,92,75,3.58,US,1674848300
427,najran,17.4924,44.1277,15.36,83,91,2.04,SA,1674848558
428,zella-mehlis,50.65,10.65,-1.36,95,100,4.29,DE,1674848558
429,hull,53.7446,-0.3353,5.13,49,100,1.54,GB,1674848559
430,sur,22.5667,59.5289,19.26,70,18,3.54,OM,1674848559
431,port lincoln,-34.7333,135.8667,20.0,83,100,2.47,AU,1674848560
432,husavik,66.0449,-17.3389,0.11,73,12,13.0,IS,1674848560
433,sechura,-5.5569,-80.8222,26.69,61,24,7.44,PE,1674848560
434,nueva loja,0.0847,-76.8828,32.01,45,20,2.57,EC,1674848561
435,brae,60.3964,-1.353,7.29,68,81,10.14,GB,1674848561
436,tabou,4.423,-7.3528,25.97,87,72,3.61,CI,1674848562
437,ocos,14.5094,-92.1933,33.1,62,7,4.21,GT,1674848562
438,srednekolymsk,67.45,153.6833,-36.03,97,75,2.93,RU,1674848563
439,samana,19.2056,-69.3369,28.12,69,40,6.69,DO,1674848563
440,kolokani,13.5728,-8.0339,27.07,17,100,4.37,ML,1674848564
441,nioro,13.35,-15.75,32.12,14,1,3.58,GM,1674848564
442,camacha,33.0833,-16.3333,13.68,58,75,6.69,PT,1674848564
443,bandarbeyla,9.4942,50.8122,24.39,73,6,5.48,SO,1674848565
444,coquimbo,-29.9533,-71.3436,20.85,64,0,6.69,CL,1674848489
445,norman wells,65.282,-126.8329,-18.98,71,40,7.2,CA,1674848566
446,jining,35.405,116.5814,-4.18,40,0,2.17,CN,1674848566
447,carcassonne,43.25,2.1667,4.57,83,100,8.23,FR,1674848566
448,wanaka,-44.7,169.15,12.28,78,66,1.35,NZ,1674848567
449,sambava,-14.2667,50.1667,25.47,91,54,1.49,MG,1674848567
450,baghdad,33.3406,44.4009,8.95,76,0,1.54,IQ,1674848549
451,uruzgan,32.8333,66.0,0.24,46,100,2.94,AF,1674848568
452,vestmanna,62.1564,-7.1664,4.51,75,75,12.86,FO,1674848568
453,shingu,33.7333,135.9833,-0.34,79,3,2.93,JP,1674848569
454,champerico,14.3,-91.9167,35.3,61,6,4.42,GT,1674848569
455,kudat,6.8837,116.8477,22.96,100,20,1.03,MY,1674848570
456,tabory,58.5198,64.5495,-3.72,96,100,3.04,RU,1674848570
457,campoverde,-8.4753,-74.8058,32.83,36,100,1.55,PE,1674848570
458,lock haven,41.137,-77.4469,3.83,48,100,4.15,US,1674848571
459,gao,16.6362,1.637,23.64,16,100,5.62,ML,1674848571
460,rumonge,-3.9736,29.4386,21.82,81,100,2.38,BI,1674848572
461,ballina,-28.8667,153.5667,20.56,99,65,2.31,AU,1674848572
462,port-cartier,50.0334,-66.8654,-7.92,71,11,4.66,CA,1674848572
463,palmas,-10.2128,-48.3603,28.93,70,20,2.06,BR,1674848573
464,muros,42.7762,-9.0603,9.49,74,11,5.26,ES,1674848573
465,cabano,10.5869,122.7002,25.25,87,100,7.56,PH,1674848574
466,comodoro rivadavia,-45.8667,-67.5,25.92,19,0,7.72,AR,1674848470
467,tezu,27.9167,96.1667,17.09,42,47,1.87,IN,1674848574
468,san cristobal,7.7669,-72.225,25.1,34,31,0.49,VE,1674848575
469,mgachi,51.05,142.2667,-20.71,99,100,1.84,RU,1674848575
470,rocha,-34.4833,-54.3333,28.28,54,100,5.61,UY,1674848444
471,pimentel,-6.8367,-79.9342,28.16,54,0,8.23,PE,1674848576
472,wanning,18.8003,110.3967,14.62,77,100,6.69,CN,1674848576
473,minab,27.1467,57.0801,12.65,74,100,3.26,IR,1674848577
474,mitchell,43.7094,-98.0298,-3.27,76,100,5.66,US,1674848328
475,macheng,31.1783,115.0319,-1.3,36,8,1.02,CN,1674848577
476,vila,42.0304,-8.1588,2.06,80,13,2.93,PT,1674848578
477,naryan-mar,67.6713,53.087,-7.76,87,31,5.51,RU,1674848578
478,east wenatchee,47.4157,-120.2931,12.03,55,0,5.66,US,1674848579
479,bayanday,53.0661,105.5139,-10.04,84,100,2.75,RU,1674848579
480,atambua,-9.1061,124.8925,23.39,85,100,0.21,ID,1674848580
481,monrovia,6.3005,-10.7969,22.87,85,65,4.7,LR,1674848520
482,bambanglipuro,-7.95,110.2833,24.28,86,100,1.33,ID,1674848580
483,karpathos,35.507,27.2132,15.98,59,1,6.17,GR,1674848580
484,lahij,13.1667,44.5833,20.35,80,57,2.38,YE,1674848581
485,pavilosta,56.8879,21.1859,-5.05,79,6,1.59,LV,1674848581
486,salalah,17.0151,54.0924,22.05,94,75,3.6,OM,1674848582
487,basi,26.8333,76.0333,12.19,30,0,2.11,IN,1674848582
488,walvis bay,-22.9575,14.5053,17.27,81,36,3.99,NA,1674848582
489,esso,55.9333,158.7,-20.99,100,90,2.21,RU,1674848583
490,mayo,38.8876,-76.5119,7.88,41,75,4.12,US,1674848583
491,sciacca,37.5082,13.0881,9.15,79,80,3.1,IT,1674848584
492,simpang,-1.2667,104.0833,23.82,94,100,1.82,ID,1674848584
493,washington,47.5001,-120.5015,9.16,52,9,2.07,US,1674848534
494,marawi,7.9986,124.2928,19.69,94,100,1.37,PH,1674848585
495,gamba,-2.65,10.0,25.35,84,69,2.41,GA,1674848585
496,xichang,27.8964,102.2634,4.33,60,100,1.27,CN,1674848585
497,yangjiang,21.85,111.9667,8.13,51,78,4.5,CN,1674848586
498,brigantine,39.4101,-74.3646,6.19,50,100,4.12,US,1674848563
499,dunda,-8.1167,34.25,18.53,93,100,1.09,TZ,1674848586
500,merauke,-8.4667,140.3333,24.44,93,100,3.22,ID,1674848587
501,novita,4.9551,-76.6053,28.43,79,99,1.94,CO,1674848587
502,pahrump,36.2083,-115.9839,10.7,38,0,0.45,US,1674848588
503,kirakira,-10.4544,161.9205,26.17,82,89,2.11,SB,1674848588
504,cordoba,-31.4135,-64.1811,20.98,94,75,2.57,AR,1674848485
505,otradnoye,59.7775,30.8181,-2.97,97,28,1.19,RU,1674848588
506,pedernales,18.0384,-71.744,26.87,61,9,2.71,DO,1674848589
507,ushtobe,45.2514,77.9838,-15.18,95,6,2.32,KZ,1674848589
508,bonthe,7.5264,-12.505,25.95,85,9,3.89,SL,1674848590
509,rasht,37.2808,49.5832,6.32,78,2,1.51,IR,1674848590
510,traverse city,44.7631,-85.6206,-0.96,70,100,10.29,US,1674848307
511,nikel,69.4128,30.222,-1.9,94,100,7.88,RU,1674848591
512,ho chi minh city,10.75,106.6667,25.01,65,40,3.09,VN,1674848591
513,eisenstadt,47.8457,16.5233,0.75,94,100,5.43,AT,1674848591
514,west plains,36.7281,-91.8524,10.5,53,0,6.26,US,1674848592
515,raudeberg,61.9875,5.1352,4.42,50,100,16.66,NO,1674848592
516,la rioja,42.25,-2.5,-0.12,98,100,2.68,ES,1674848593
517,pinawa,50.1489,-95.8811,-14.61,88,100,5.56,CA,1674848593
518,hongjiang,27.11,109.9956,2.11,39,5,1.07,CN,1674848594
519,kjollefjord,70.9457,27.3465,1.03,93,75,7.72,NO,1674848594
520,pangai,-19.8,-174.35,28.06,74,75,1.54,TO,1674848596
521,dubti,11.7361,41.0853,26.1,50,74,5.38,ET,1674848596
522,poum,-20.2333,164.0167,26.82,80,70,3.45,NC,1674848596
523,hami,42.8,93.45,-8.2,35,2,0.37,CN,1674848597
524,te anau,-45.4167,167.7167,9.45,72,13,0.2,NZ,1674848597
525,norrkoping,58.5942,16.1826,-2.68,89,12,1.03,SE,1674848598
526,sulangan,11.1373,123.7228,26.26,83,100,7.0,PH,1674848598
527,belaya gora,68.5333,146.4167,-37.79,98,98,1.26,RU,1674848598
528,mercedes,-34.6515,-59.4307,26.64,69,100,3.82,AR,1674848599
529,jinchang,38.4953,102.1739,-9.48,32,0,0.46,CN,1674848599
530,ukiah,39.1502,-123.2078,18.02,54,0,0.0,US,1674848600
531,buritama,-21.0661,-50.1472,32.06,66,82,2.44,BR,1674848600
532,babynino,54.39,35.73,-3.14,96,93,1.51,RU,1674848600
533,alugan,12.2188,125.4808,24.78,89,100,2.55,PH,1674848601
534,basco,20.4487,121.9702,19.0,75,100,16.85,PH,1674848601
535,beawar,26.1,74.3167,9.9,23,0,2.69,IN,1674848602
536,torbat-e jam,35.244,60.6225,1.63,45,87,0.59,IR,1674848602
537,sujiatun,41.6592,123.3392,-19.9,65,0,1.0,CN,1674848603
538,hurricane,37.1753,-113.2899,8.66,44,22,0.99,US,1674848603
539,pacific grove,36.6177,-121.9166,17.03,60,0,4.02,US,1674848604
540,gobabis,-22.45,18.9667,28.58,26,76,5.17,NA,1674848604
541,guhagar,17.4842,73.1929,21.78,78,0,0.85,IN,1674848604
542,vila velha,-20.3297,-40.2925,29.97,79,20,5.14,BR,1674848605
543,kamenka,51.3223,42.7678,-8.68,89,5,2.44,RU,1674848605
544,caconda,-13.7333,15.0667,16.49,88,95,2.01,AO,1674848606
545,sao joaquim,-28.2939,-49.9317,22.08,62,65,2.0,BR,1674848606
546,barreirinhas,-2.7469,-42.8264,26.92,74,19,4.27,BR,1674848607
547,kalabo,-14.97,22.6814,19.41,94,100,1.69,ZM,1674848607
548,petrovsk,52.3064,45.3917,-11.0,94,32,2.33,RU,1674848608
549,frunze,48.6686,38.7544,-2.53,67,9,2.58,UA,1674848608
550,maureni,45.4039,21.5025,0.88,96,100,2.65,RO,1674848609
551,bowen,-20.0167,148.2333,25.08,89,24,3.23,AU,1674848609
552,verkhnevilyuysk,63.4453,120.3167,-45.41,100,64,1.46,RU,1674848610
553,aripuana,-9.1667,-60.6333,26.93,82,97,0.23,BR,1674848541
554,upata,8.0086,-62.3989,26.12,54,93,1.76,VE,1674848611
555,sartell,45.6216,-94.2069,-7.03,68,20,11.32,US,1674848611
556,saint-augustin,51.226,-58.6502,-9.79,77,57,5.85,CA,1674848611
557,maun,-19.9833,23.4167,28.98,28,0,3.6,BW,1674848612
558,praia da vitoria,38.7333,-27.0667,14.14,82,75,5.19,PT,1674848378
559,mayumba,-3.432,10.6554,26.02,81,88,2.45,GA,1674848613
560,ruteng,-8.6136,120.4721,17.32,92,100,0.81,ID,1674848613
561,ramhormoz,31.28,49.6035,11.61,55,0,2.3,IR,1674848614
562,girne,35.3417,33.3167,15.75,71,89,8.54,CY,1674848614
563,santarem,-2.4431,-54.7083,26.07,83,75,3.09,BR,1674848344
564,mbanza-ngungu,-5.25,14.8667,20.82,91,100,0.44,CD,1674848614
565,huambo,-12.7761,15.7392,15.59,90,84,1.61,AO,1674848615
566,bundaberg,-24.85,152.35,22.34,99,63,0.45,AU,1674848615
567,sept-iles,50.2001,-66.3821,-7.75,62,40,4.63,CA,1674848616
568,saint stephen,50.3333,-4.9,4.15,75,75,2.57,GB,1674848617
569,wajima,37.4,136.9,-0.53,74,95,10.63,JP,1674848617
570,kidal,18.4411,1.4078,20.87,11,43,4.88,ML,1674848617
571,bamenda,5.9527,10.1582,21.36,34,26,1.07,CM,1674848618
572,azul,-36.777,-59.8585,31.19,37,100,1.7,AR,1674848619
573,cheyenne,41.14,-104.8203,2.1,53,0,4.12,US,1674848342
574,requena,39.4883,-1.1004,3.22,73,32,3.6,ES,1674848619
